yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagiNAO,nipples,pregNAOnt,wgt,tag,note2,ltag,note3,note5
2005,10,328,1,14,15,681329.631,3535080.768,PP,F,,,,,13,60510E,,0,,
2005,7,325,1,14,15,681329.631,3535080.768,PP,M,,,,,16,4D5B40,*,0,,
2007,10,353,1,14,15,681329.631,3535080.768,DM,M,,,,,47,515A05,,,,
2007,7,350,1,14,15,681329.631,3535080.768,DM,M,,,,,47,532175,,,,
2007,4,347,1,14,15,681329.631,3535080.768,OT,M,,,,,29,165C7A,*,,,
2003,9,304,1,14,15,681329.631,3535080.768,OT,M,,,,,22,0B4739,,0,,
2003,5,300,1,14,15,681329.631,3535080.768,DM,F,,,,,44,7E5700,,0,,
2003,3,297,1,14,15,681329.631,3535080.768,DM,M,,,,,52,710D0B,,0,,
2003,2,296,1,14,15,681329.631,3535080.768,DM,F,,S,B,,46,780827,,0,,
2004,6,313,1,14,15,681329.631,3535080.768,DM,F,,,E,,43,603D5F,,0,,
1990,3,145,1,14,15,681329.631,3535080.768,DM,M,,,,,43,1034,,0,,
1987,11,117,1,14,15,681329.631,3535080.768,OL,F,,,,,31,6566,,0,,
1989,11,140,1,14,15,681329.631,3535080.768,DM,M,,,,,46,7880,,1032,,
1987,7,113,1,14,15,681329.631,3535080.768,DM,M,J,,,,35,7507,,0,,
1987,9,115,1,14,15,681329.631,3535080.768,DM,M,,,,,39,7507,,0,,
1988,11,128,1,14,15,681329.631,3535080.768,DM,F,,S,,,44,7739,,0,,
1989,12,141,1,14,15,681329.631,3535080.768,DM,M,,,,,40,1034,,0,,
1991,8,162,1,14,15,681329.631,3535080.768,DM,F,,,E,,54,1968,,0,,
1990,12,154,1,14,15,681329.631,3535080.768,DM,M,,,,,44,7443,,0,,
1995,2,204,1,14,15,681329.631,3535080.768,DM,M,,,,,48,1F3FBC,*,0,,
1990,10,152,1,14,15,681329.631,3535080.768,DM,F,,,E,,37,1452,,0,,
1995,4,207,1,14,15,681329.631,3535080.768,DM,M,J,,,,,0D59BA,*,0,,
1991,11,165,1,14,15,681329.631,3535080.768,DM,F,,,,,39,1968,,0,,
2007,11,354,1,14,15,681329.631,3535080.768,OT,M,,,,,23,1C5C2E,*,,,
2008,9,365,1,14,15,681329.631,3535080.768,PP,M,,,,,15,24110E,*,,,
2008,12,368,1,14,15,681329.631,3535080.768,DM,M,,,,,42,22711F,,,,
2008,5,360,1,14,15,681329.631,3535080.768,DM,F,,,E,,39,1F7B53,,,,
2008,1,356,1,14,15,681329.631,3535080.768,OT,F,,,,,25,3F6142,*,,,
2008,8,364,1,14,15,681329.631,3535080.768,DM,M,,,,,44,22711F,,,,
2008,11,367,1,14,15,681329.631,3535080.768,DM,M,,,,,42,22711F,,,,
2009,4,372,1,14,15,681329.631,3535080.768,DM,M,,,,,43,22711F,,,,
2009,5,373,1,14,15,681329.631,3535080.768,DM,M,,,,,44,22711F,,,,
2008,3,358,1,14,15,681329.631,3535080.768,DM,M,,,,,39,427B1B,,,,
2008,7,363,1,14,15,681329.631,3535080.768,DM,M,,,,,42,22711F,,,,
2000,8,268,1,14,15,681329.631,3535080.768,DM,F,,S,,,39,8002DM,,0,,
2001,11,282,1,14,15,681329.631,3535080.768,DM,F,,,,,45,8012DM,,0,,
2001,7,278,1,14,15,681329.631,3535080.768,DM,F,,,B,,25,671,,0,,
2001,10,281,1,14,15,681329.631,3535080.768,DM,F,,,,,30,6C424C,*,0,,
1996,5,220,1,14,15,681329.631,3535080.768,DM,M,,,,,56,0D71AC,*,0,,
1995,8,211,1,14,15,681329.631,3535080.768,DM,M,J,,,,34,171,*,0,,
1997,3,229,1,14,15,681329.631,3535080.768,DM,M,,,,,,1D59A9,,0,,
1995,9,212,1,14,15,681329.631,3535080.768,DM,F,,,,,49,1EA3D7,,0,,
1996,12,227,1,14,15,681329.631,3535080.768,DM,M,,,,,36,1D59A9,,0,,
1998,5,242,1,14,15,681329.631,3535080.768,DM,F,,,E,,46,8002DM,,0,,
1997,10,236,1,14,15,681329.631,3535080.768,DM,F,,,,,44,0D7350,,0,,
1998,6,244,1,14,15,681329.631,3535080.768,PE,F,J,,,,11,0010PE,*,0,,
2000,2,262,1,14,15,681329.631,3535080.768,PP,M,,,,,19,7052PP,*,0,,
1997,9,235,1,14,15,681329.631,3535080.768,DM,F,,,,,46,0D7350,,0,,
2000,1,261,1,14,15,681329.631,3535080.768,DM,M,,,,,37,137,*,0,,
1981,10,51,1,14,15,681329.631,3535080.768,DM,M,,,,,46,2741,,0,,
1981,9,50,1,14,15,681329.631,3535080.768,DM,M,,,,,48,2741,,0,,
1985,7,91,1,14,15,681329.631,3535080.768,DM,M,,,,,49,5741,,5741,,
1987,6,112,1,14,15,681329.631,3535080.768,DM,M,J,,,,28,7507,,0,,
1986,4,98,1,14,15,681329.631,3535080.768,DM,M,,,,,52,6668,,0,,
1985,1,86,1,14,15,681329.631,3535080.768,DM,M,,,,,45,5741,,5741,,
1986,8,102,1,14,15,681329.631,3535080.768,DM,M,,,,,50,6668,,0,,
1987,1,107,1,14,15,681329.631,3535080.768,DM,F,,S,,,41,6166,,6868,,
2011,10,399,1,14,16,681335.816,3535081.175,PP,F,,,,,14,1E5500,,,,
2009,8,376,1,14,16,681335.816,3535081.175,DM,M,,,,,46,22711F,,,,
2011,4,392,1,14,16,681335.816,3535081.175,DM,F,,,,,41,000112,,,,
2011,10,398,1,14,16,681335.816,3535081.175,PP,F,,,,,14,5D7206,*,,,
2012,7,407,1,14,16,681335.816,3535081.175,PP,F,,,,,14,,,,,
2012,6,406,1,14,16,681335.816,3535081.175,OT,F,,,,,24,000691,*,000690,*,
2012,12,412,1,14,16,681335.816,3535081.175,OL,F,,,,,23,000544,,000543,,
2012,10,410,1,14,16,681335.816,3535081.175,PP,F,,,,,,00AFFB,*,,,
2006,3,334,1,14,16,681335.816,3535081.175,DM,F,,,E,,34,495561,,0,,
2005,11,329,1,14,16,681335.816,3535081.175,PB,F,,,,,29,415754,,0,,
2005,7,325,1,14,16,681335.816,3535081.175,DM,F,,,,,38,3C5D17,*,0,,
2007,7,350,1,14,16,681335.816,3535081.175,PP,F,,,,,16,2B1F4E,*,,,
2007,9,352,1,14,16,681335.816,3535081.175,PB,M,,,,,43,400B78,*,,,
2003,8,303,1,14,16,681335.816,3535081.175,OT,F,,,,,21,13132D,,0,,
2003,10,305,1,14,16,681335.816,3535081.175,OT,M,,,,,22,0B4739,,0,,
2004,1,308,1,14,16,681335.816,3535081.175,DM,M,,,,,51,52763A,,0,,
1990,6,148,1,14,16,681335.816,3535081.175,DM,F,J,,,,19,1303,,0,,
1990,2,144,1,14,16,681335.816,3535081.175,RM,F,,,E,,9,1186,,0,,
1994,11,201,1,14,16,681335.816,3535081.175,DM,M,,,,,36,0D8233,,0,,
2008,9,365,1,14,16,681335.816,3535081.175,DM,M,,,,,46,22711F,,,,
2008,6,362,1,14,16,681335.816,3535081.175,DM,F,,,E,,40,1F7B53,,,,
2008,4,359,1,14,16,681335.816,3535081.175,DM,M,,,,,40,22711F,,,,
2008,10,366,1,14,16,681335.816,3535081.175,DM,M,,,,,43,22711F,,,,
2001,4,275,1,14,16,681335.816,3535081.175,PF,F,,,,P,7,7001PF,*,0,,
2002,2,285,1,14,16,681335.816,3535081.175,DM,F,,S,,,39,6C424C,,0,,
2001,5,276,1,14,16,681335.816,3535081.175,DM,M,,,,,55,2D2E2D,,0,,
1997,3,229,1,14,16,681335.816,3535081.175,DM,M,,,,,43,288,,0,,
1997,7,233,1,14,16,681335.816,3535081.175,DM,M,,,,,39,1D59A9,,0,,
1997,2,228,1,14,16,681335.816,3535081.175,DM,M,,,,,57,161,*,0,,
2000,1,261,1,14,16,681335.816,3535081.175,DM,M,,,,,41,156,*,0,,
2000,2,262,1,14,16,681335.816,3535081.175,PP,F,,,,,20,7050PP,*,0,,
1982,11,63,1,14,16,681335.816,3535081.175,DM,M,,,,,44,3926,,0,,
1982,2,55,1,14,16,681335.816,3535081.175,DM,F,,,,,43,3420,,0,,
1981,11,52,1,14,16,681335.816,3535081.175,DM,M,,,,,44,2741,,0,,
1981,7,47,1,14,16,681335.816,3535081.175,DO,F,,,,,33,3037,,0,,
1981,10,51,1,14,16,681335.816,3535081.175,OL,M,,,,,25,3109,,0,,
1978,10,16,1,14,16,681335.816,3535081.175,DM,F,,,,,37,1476,,0,,
1985,11,95,1,14,16,681335.816,3535081.175,OT,M,,,,,17,5730,,0,,
1986,12,106,1,14,16,681335.816,3535081.175,DM,F,,,,,42,0,,6868,,
1987,1,107,1,14,16,681335.816,3535081.175,OL,M,,,,,32,6866,,0,,
1983,5,68,1,14,16,681335.816,3535081.175,RM,M,,,,,11,8713,,0,,
1985,10,94,1,14,16,681335.816,3535081.175,DM,M,,,,,51,5741,,0,,
1985,9,93,1,14,16,681335.816,3535081.175,DM,M,,,,,56,5741,,5741,,
1986,9,103,1,14,16,681335.816,3535081.175,DM,M,,,,,49,6668,,0,,
2009,7,375,1,14,17,681341.977,3535081.38,PP,F,,,E,,14,22183E,,,,
2012,1,401,1,14,17,681341.977,3535081.38,PE,M,,,,,22,000365,*,000366,*,
2011,10,399,1,14,17,681341.977,3535081.38,PP,M,,,,,16,7A4754,,,,
2011,2,390,1,14,17,681341.977,3535081.38,DM,F,,,,,35,000796,*,000063,*,
2011,8,396,1,14,17,681341.977,3535081.38,PP,M,,,,,12,79136D,*,,,
2009,11,379,1,14,17,681341.977,3535081.38,DM,F,,,,,40,5F6F7D,,,,
2012,4,404,1,14,17,681341.977,3535081.38,PE,F,,,E,P,25,000359,,000360,,
2012,8,408,1,14,17,681341.977,3535081.38,PP,F,,,,,17,,,,,
2006,4,335,1,14,17,681341.977,3535081.38,DM,F,,,B,,39,495561,,0,,
2005,9,327,1,14,17,681341.977,3535081.38,OT,F,,,,,21,585242,,0,,
2006,7,338,1,14,17,681341.977,3535081.38,PP,F,,,E,,15,2E7959,,0,,
2006,3,334,1,14,17,681341.977,3535081.38,DM,M,,,,,44,286D7D,,0,,
2006,5,336,1,14,17,681341.977,3535081.38,PP,M,,,,,18,002A1F,,0,,
2006,1,331,1,14,17,681341.977,3535081.38,DM,F,,B,,,37,495561,,,,
2007,10,353,1,14,17,681341.977,3535081.38,OT,F,,,,,21,241C71,,,,
2007,7,350,1,14,17,681341.977,3535081.38,PB,M,,,,,31,511C58,,,,
2007,5,348,1,14,17,681341.977,3535081.38,PB,M,,,,,31,511C58,,,,
2007,6,349,1,14,17,681341.977,3535081.38,PB,M,,,,,33,511C58,,,,
2004,2,309,1,14,17,681341.977,3535081.38,DM,F,,,,,51,2A441F,,0,,
2003,7,302,1,14,17,681341.977,3535081.38,PB,F,,,,,19,2B680F,*,0,,
1989,2,131,1,14,17,681341.977,3535081.38,RM,M,,,,,10,8631,,0,,
1987,7,113,1,14,17,681341.977,3535081.38,DM,F,,S,,,42,6166,,6868,,
1990,5,147,1,14,17,681341.977,3535081.38,DM,F,,,B,,45,8764,,0,,
1992,9,176,1,14,17,681341.977,3535081.38,PF,M,,,,,8,5004,,0,,
1994,5,195,1,14,17,681341.977,3535081.38,DM,M,,,,,44,0D8233,,0,,
2008,6,361,1,14,17,681341.977,3535081.38,DO,F,,,,,50,30137C,,,,
2008,3,358,1,14,17,681341.977,3535081.38,RM,F,,,,,12,782A31,,,,
2008,6,362,1,14,17,681341.977,3535081.38,PP,F,,,,,16,147341,*,,,
2007,12,355,1,14,17,681341.977,3535081.38,OT,M,,,,,22,1C5C2E,,,,
2008,9,365,1,14,17,681341.977,3535081.38,PP,F,,,,,13,22183E,,,,
2000,7,266,1,14,17,681341.977,3535081.38,PB,M,,,,,24,8334PB,*,0,,
1996,8,223,1,14,17,681341.977,3535081.38,DM,F,,,B,,48,145BB2,,0,,
1995,7,210,1,14,17,681341.977,3535081.38,DM,M,,,,,52,0D858C,,0,,
1997,3,229,1,14,17,681341.977,3535081.38,DM,M,,,,,53,161,,0,,
1996,4,219,1,14,17,681341.977,3535081.38,DM,F,J,,,,19,211,,0,,
1995,8,211,1,14,17,681341.977,3535081.38,OL,M,,,,,35,15F3C1,,0,,
1997,5,231,1,14,17,681341.977,3535081.38,DM,F,,,B,,47,0D7350,,0,,
1997,4,230,1,14,17,681341.977,3535081.38,DM,M,,,,,42,1D59A9,,0,,
1997,12,238,1,14,17,681341.977,3535081.38,OT,F,,,,,21,7001OT,*,0,,
1999,12,260,1,14,17,681341.977,3535081.38,PP,F,,,,,13,5120PP,*,0,,
2000,2,262,1,14,17,681341.977,3535081.38,PP,F,,,E,,13,5120PP,,0,,
1998,5,243,1,14,17,681341.977,3535081.38,DM,M,,,,,51,6010DM,,0,,
1978,7,13,1,14,17,681341.977,3535081.38,DM,F,,,,,39,1476,,0,,
1981,12,53,1,14,17,681341.977,3535081.38,DM,M,,,,,37,4936,,0,,
1981,6,46,1,14,17,681341.977,3535081.38,DO,F,,,,,52,2960,,0,,
1982,2,55,1,14,17,681341.977,3535081.38,OL,M,,,,,38,3418,,0,,
1987,3,108,1,14,17,681341.977,3535081.38,DM,M,,,,,46,6989,,0,,
1985,12,96,1,14,17,681341.977,3535081.38,DM,M,,,,,47,6729,,0,,
1985,9,93,1,14,17,681341.977,3535081.38,OL,F,,,E,,38,6228,,0,,
1987,4,110,1,14,17,681341.977,3535081.38,OL,F,,,,P,42,6865,,0,,
2009,11,379,1,14,27,681342.178,3535075.063,DM,M,,,,,39,472364,,,,D
2011,10,399,1,14,27,681342.178,3535075.063,PP,F,,,,,13,5D7206,,,,
2009,8,376,1,14,27,681342.178,3535075.063,DO,M,,,,,46,235B51,,,,
2012,9,409,1,14,27,681342.178,3535075.063,PP,M,,,,,15,,,,,
2006,6,337,1,14,27,681342.178,3535075.063,PP,M,,,,,19,712140,,0,,
2006,5,336,1,14,27,681342.178,3535075.063,PP,F,,,B,,15,2E7959,*,0,,
2004,10,317,1,14,27,681342.178,3535075.063,PP,F,,,,,16,1A4561,,0,,
2006,10,341,1,14,27,681342.178,3535075.063,PP,M,,,,,20,4F5B34,*,0,,
2005,9,327,1,14,27,681342.178,3535075.063,PP,F,,,,,12,60510E,,0,,
2005,11,329,1,14,27,681342.178,3535075.063,DM,F,,,,,40,495561,,0,,
2006,12,343,1,14,27,681342.178,3535075.063,PP,M,,,,,20,4F5B34,,0,,
2007,10,353,1,14,27,681342.178,3535075.063,PP,F,,,,,14,163C07,*,,,
2007,4,347,1,14,27,681342.178,3535075.063,PP,M,,,,,24,23020C,,,,
2006,11,342,1,14,27,681342.178,3535075.063,PP,M,,,,,21,4F5B34,,0,,
2007,3,346,1,14,27,681342.178,3535075.063,PP,M,,,,,17,563F18,*,,,
2007,5,348,1,14,27,681342.178,3535075.063,PP,F,,,E,,20,374A47,,,,
2004,5,312,1,14,27,681342.178,3535075.063,DM,F,,,,,29,374B14,*,0,,
2003,10,305,1,14,27,681342.178,3535075.063,OT,M,,,,,19,671C21,,0,,
2002,11,293,1,14,27,681342.178,3535075.063,PF,F,,,E,,7,7001PF,,0,,
2003,2,296,1,14,27,681342.178,3535075.063,OT,F,,,,,18,773C7B,*,0,,
1987,8,114,1,14,27,681342.178,3535075.063,PM,M,,,,,25,7508,,0,,
1988,4,121,1,14,27,681342.178,3535075.063,RM,M,,,,,12,7184,,0,,
1994,8,198,1,14,27,681342.178,3535075.063,DM,M,,,,,46,0D8233,,0,,
1991,1,155,1,14,27,681342.178,3535075.063,DM,F,,,,,36,1452,,0,,
1991,10,164,1,14,27,681342.178,3535075.063,DM,M,,S,,,50,1991,,1913,,
1992,7,173,1,14,27,681342.178,3535075.063,DM,M,,,,,,2324,,0,,
2008,6,362,1,14,27,681342.178,3535075.063,PP,F,J,,,,11,22183E,*,,,
2007,11,354,1,14,27,681342.178,3535075.063,RM,F,,,,,10,4A793D,*,,,
2009,1,369,1,14,27,681342.178,3535075.063,DM,F,,,,,40,5C0A7B,*,,,
2009,4,372,1,14,27,681342.178,3535075.063,PP,F,,,,,14,22183E,,,,
2008,5,360,1,14,27,681342.178,3535075.063,DO,F,,S,,,48,30137C,*,,,
2002,4,287,1,14,27,681342.178,3535075.063,DM,M,J,,,,27,1E4B66,*,0,,
2002,5,288,1,14,27,681342.178,3535075.063,DM,F,,,E,,52,640,,0,,
2001,3,273,1,14,27,681342.178,3535075.063,DM,M,,,,,53,0F5240,,0,,
1995,10,213,1,14,27,681342.178,3535075.063,DM,M,,,,,49,0D59BA,,0,,
1995,9,212,1,14,27,681342.178,3535075.063,DM,M,,,,,53,0D59BA,,0,,
1995,12,215,1,14,27,681342.178,3535075.063,DM,F,,,,,49,1EA3D7,,0,,
1997,2,228,1,14,27,681342.178,3535075.063,DM,M,,,,,39,1D59A9,,0,,
1997,4,230,1,14,27,681342.178,3535075.063,DM,F,,,E,,48,14B9D2,,0,,
1997,7,233,1,14,27,681342.178,3535075.063,OT,F,,,E,,28,1EB10E,,0,,
2000,4,264,1,14,27,681342.178,3535075.063,DM,M,,,,,48,0002DM,,0,,
1997,11,237,1,14,27,681342.178,3535075.063,DM,M,,,,,39,146840,,0,,
2000,3,263,1,14,27,681342.178,3535075.063,DM,M,J,,,,26,8000DM,*,0,,
1979,11,29,1,14,27,681342.178,3535075.063,RM,F,,,,,9,8004,,0,,
1981,11,52,1,14,27,681342.178,3535075.063,DM,M,,,,,34,4910,,0,,
1982,9,62,1,14,27,681342.178,3535075.063,DM,M,,,,,43,4910,,0,,
1987,4,110,1,14,27,681342.178,3535075.063,DM,F,,,,,46,6166,,6868,,
1986,10,104,1,14,27,681342.178,3535075.063,DM,F,,,E,,48,6752,,0,,
1984,9,83,1,14,27,681342.178,3535075.063,OL,M,,,,,43,3100,,0,,
1985,7,91,1,14,27,681342.178,3535075.063,OL,F,,,,P,56,5538,,0,,
1983,12,75,1,14,27,681342.178,3535075.063,OL,F,,S,,,32,5327,,0,,
1987,5,111,1,14,27,681342.178,3535075.063,DM,F,,,,,45,6166,,6868,,
1987,3,108,1,14,27,681342.178,3535075.063,DM,F,,,,,46,6166,,6868,,
2011,5,393,1,14,26,681335.957,3535074.809,DM,F,,,,,29,000794,*,000793,*,
2012,9,409,1,14,26,681335.957,3535074.809,PP,F,,,,,15,,,,,
2011,7,395,1,14,26,681335.957,3535074.809,PB,F,,,,,25,384B6D,*,,,
2011,8,396,1,14,26,681335.957,3535074.809,PP,F,,,,,11,316117,*,,,
2011,2,390,1,14,26,681335.957,3535074.809,DM,M,,,,,49,000111,,000171,,
2006,1,332,1,14,26,681335.957,3535074.809,DM,F,,,,,36,495561,,0,,
2005,11,329,1,14,26,681335.957,3535074.809,DM,F,,,,,45,2F7779,*,0,,
2006,3,334,1,14,26,681335.957,3535074.809,OT,M,,,,,20,70380A,,0,,
2007,9,352,1,14,26,681335.957,3535074.809,DM,M,,,,,43,186120,,,,
2007,10,353,1,14,26,681335.957,3535074.809,DO,M,,,,,40,50620B,*,,,
2007,7,350,1,14,26,681335.957,3535074.809,DO,F,,,,,42,700426,,,,
2007,4,347,1,14,26,681335.957,3535074.809,SH,F,,,,,112,,,,,
2007,6,349,1,14,26,681335.957,3535074.809,PB,F,,,,,20,623960,*,,,
2007,9,352,1,14,26,681335.957,3535074.809,PB,M,,,,,35,511C58,,,,
2003,5,300,1,14,26,681335.957,3535074.809,DM,M,J,,,,30,52763A,*,0,,
2002,11,293,1,14,26,681335.957,3535074.809,DM,M,,,,,51,710D0B,,0,,
2004,2,309,1,14,26,681335.957,3535074.809,DM,M,,,,,49,52763A,,0,,
2003,9,304,1,14,26,681335.957,3535074.809,DM,M,,,,,44,52763A,,0,,
2004,5,312,1,14,26,681335.957,3535074.809,DM,M,,,,,48,52763A,,0,,
2004,7,314,1,14,26,681335.957,3535074.809,DM,F,,,,,49,603D5F,,0,,
1994,6,196,1,14,26,681335.957,3535074.809,DM,M,,,,,43,0D8233,,0,,
1993,5,183,1,14,26,681335.957,3535074.809,DM,M,,,,,44,0D8233,*,0,,
1994,12,202,1,14,26,681335.957,3535074.809,DM,M,,,,,43,0D8233,,0,,
1991,5,159,1,14,26,681335.957,3535074.809,DM,M,,,,,49,1240,,0,,
2008,3,358,1,14,26,681335.957,3535074.809,DO,M,,,,,44,50620B,,,,
2007,11,354,1,14,26,681335.957,3535074.809,DO,M,,,,,41,50620B,,,,
2008,2,357,1,14,26,681335.957,3535074.809,DM,M,,,,,41,22711F,,,,
2008,6,362,1,14,26,681335.957,3535074.809,DO,F,,,,,48,30137C,,,,
2000,7,266,1,14,26,681335.957,3535074.809,PP,F,,,,,13,8353PP,*,0,,
2002,10,292,1,14,26,681335.957,3535074.809,DM,M,,,,,52,710D0B,,0,,
2002,6,289,1,14,26,681335.957,3535074.809,DM,M,,,,,38,1E4B66,,0,,
1995,8,211,1,14,26,681335.957,3535074.809,DM,M,,,,,52,0D59BA,,0,,
1996,10,225,1,14,26,681335.957,3535074.809,DM,M,J,,,,24,14684D,*,0,,
1995,6,209,1,14,26,681335.957,3535074.809,DM,M,,,,,45,0D59BA,,0,,
1996,6,221,1,14,26,681335.957,3535074.809,DM,M,,,,,56,14BCF8,*,0,,
1997,6,232,1,14,26,681335.957,3535074.809,DM,M,,,,,39,1D59A9,,0,,
1997,12,238,1,14,26,681335.957,3535074.809,DM,F,,,,,42,0D7350,,0,,
1998,2,239,1,14,26,681335.957,3535074.809,DM,M,,,,,,8103DM,*,0,,
1997,11,237,1,14,26,681335.957,3535074.809,DM,M,,,,,40,6319A3,,0,,
1998,6,244,1,14,26,681335.957,3535074.809,DM,M,,,,,49,8111DM,,0,,
1982,1,54,1,14,26,681335.957,3535074.809,DM,M,,,,,38,4910,,0,,
1982,11,63,1,14,26,681335.957,3535074.809,DM,M,,,,,41,3925,,0,,
1981,5,45,1,14,26,681335.957,3535074.809,DO,F,,,,,52,2960,,0,,
1981,12,53,1,14,26,681335.957,3535074.809,DM,M,,,,,34,4910,,0,,
1983,7,70,1,14,26,681335.957,3535074.809,DM,M,,,,,47,-1,,0,,
1983,6,69,1,14,26,681335.957,3535074.809,DM,M,,,,,43,4910,,0,,
1986,11,105,1,14,26,681335.957,3535074.809,OL,F,,,E,,36,6865,,0,,
1986,5,99,1,14,26,681335.957,3535074.809,DM,F,,,,,39,6752,,0,,
2012,6,406,1,14,25,681329.724,3535074.602,PP,F,,,,,13,,,,,
2012,8,408,1,14,25,681329.724,3535074.602,PP,F,,,,,15,,,,,
2011,4,392,1,14,25,681329.724,3535074.602,DM,M,,,,,45,000167,,000168,,
2010,3,383,1,14,25,681329.724,3535074.602,DM,M,,,,,44,22711F,,,,
2012,11,411,1,14,25,681329.724,3535074.602,OT,M,,,,,20,000541,,000542,,
2007,2,345,1,14,25,681329.724,3535074.602,PB,F,,,,,27,3F4734,,,,
2007,2,345,1,14,25,681329.724,3535074.602,PP,M,,,,,20,4F5B34,,,,
2007,3,346,1,14,25,681329.724,3535074.602,PP,F,,,,,16,26417A,,,,
2007,4,347,1,14,25,681329.724,3535074.602,PP,F,,,,,16,58685E,,,,
2006,12,343,1,14,25,681329.724,3535074.602,DM,M,,,,,51,44740E,,0,,
2003,2,296,1,14,25,681329.724,3535074.602,DM,M,,,,,53,710D0B,,0,,
2003,7,302,1,14,25,681329.724,3535074.602,PP,F,,,,,13,096B57,,0,,
2003,3,297,1,14,25,681329.724,3535074.602,PF,M,,,,,8,30523,*,0,,
1987,11,117,1,14,25,681329.724,3535074.602,PE,F,,,,,20,7152,,0,,
1987,8,114,1,14,25,681329.724,3535074.602,DM,M,,,,,38,7507,,0,,
1988,12,129,1,14,25,681329.724,3535074.602,RM,M,,,,,7,8806,,0,,
1994,7,197,1,14,25,681329.724,3535074.602,DM,M,,,,,43,0D8233,,0,,
1991,10,164,1,14,25,681329.724,3535074.602,DM,F,,S,,,43,8961,,0,,
2008,3,358,1,14,25,681329.724,3535074.602,DM,F,,,,,40,596221,*,,,
2008,4,359,1,14,25,681329.724,3535074.602,SF,M,,,,,60,08311B,*,,,
2007,11,354,1,14,25,681329.724,3535074.602,DM,M,,,,,46,515A05,,,,
2008,1,356,1,14,25,681329.724,3535074.602,OL,M,,,,,33,226927,*,,,
2002,7,290,1,14,25,681329.724,3535074.602,PP,M,,,,,13,7104PP,*,0,,
2002,9,291,1,14,25,681329.724,3535074.602,DM,M,,,,,,710D0B,*,0,,
2001,11,282,1,14,25,681329.724,3535074.602,DM,F,,,,,36,6C424C,,0,,
2001,8,279,1,14,25,681329.724,3535074.602,DM,F,,,E,P,51,671,,0,,
2001,7,278,1,14,25,681329.724,3535074.602,DM,F,,,B,,47,640,,0,,
2001,9,280,1,14,25,681329.724,3535074.602,DM,F,,,E,,30,236166,,0,,
2000,9,269,1,14,25,681329.724,3535074.602,DM,F,,,,,42,8002DM,,0,,
2000,7,266,1,14,25,681329.724,3535074.602,PP,F,,,B,P,20,8400PP,*,0,,
1995,8,211,1,14,25,681329.724,3535074.602,DM,F,,S,B,,45,1EA3D7,,0,,
1997,4,230,1,14,25,681329.724,3535074.602,PP,F,,,,,14,7008EB,,0,,
1995,12,214,1,14,25,681329.724,3535074.602,DM,F,,,E,,49,1EA3D7,,0,,
1996,10,225,1,14,25,681329.724,3535074.602,DM,M,J,,,,26,1D59A9,*,0,,
1996,11,226,1,14,25,681329.724,3535074.602,DM,M,,,,,33,1059A9,,0,,
1996,1,216,1,14,25,681329.724,3535074.602,DM,F,,,,,50,1EA3D7,,0,,
1998,5,243,1,14,25,681329.724,3535074.602,DM,M,,,,,51,2575,,0,,
1997,11,237,1,14,25,681329.724,3535074.602,OT,F,,,,,21,2539,*,0,,
1998,3,240,1,14,25,681329.724,3535074.602,DM,F,,,,,,0D7350,,0,,
1999,11,259,1,14,25,681329.724,3535074.602,DM,M,,,,,45,568,*,0,,
1997,7,234,1,14,25,681329.724,3535074.602,DM,M,,,,,39,14684D,,0,,
1997,9,235,1,14,25,681329.724,3535074.602,OT,M,,,,,21,2982,*,0,,
1982,3,56,1,14,25,681329.724,3535074.602,DM,M,,,,,41,4910,,0,,
1982,2,55,1,14,25,681329.724,3535074.602,DM,M,,,,,46,4936,,0,,
1979,7,25,1,14,25,681329.724,3535074.602,DM,F,,S,R,,44,4541,,0,,
1981,1,42,1,14,25,681329.724,3535074.602,DM,F,,,R,,53,4541,,0,,
1981,5,45,1,14,25,681329.724,3535074.602,DM,F,,,,,47,4541,,0,,
1982,8,61,1,14,25,681329.724,3535074.602,DM,M,,,,,40,4910,,0,,
1986,12,106,1,14,25,681329.724,3535074.602,DM,M,,,,,52,6668,,0,,
1986,4,98,1,14,25,681329.724,3535074.602,DM,F,,,,,48,6752,,0,,
1987,3,108,1,14,25,681329.724,3535074.602,DM,F,,,E,,46,6854,,0,,
1986,10,104,1,14,25,681329.724,3535074.602,OL,M,,,,,35,6401,,0,,
1983,8,71,1,14,25,681329.724,3535074.602,DM,M,,,,,44,4910,,0,,
1983,12,75,1,14,25,681329.724,3535074.602,DM,M,,,,,44,4910,,0,,
1985,9,93,1,14,25,681329.724,3535074.602,DM,M,,,,,50,6265,,0,,
2009,10,378,1,14,24,681323.417,3535074.224,DM,M,,,,,40,22711F,,,,
2012,9,409,1,14,24,681323.417,3535074.224,PP,F,,,,,18,1E5500,,,,
2012,6,406,1,14,24,681323.417,3535074.224,DM,F,,,R,,36,000602,*,000603,*,
2009,9,377,1,14,24,681323.417,3535074.224,DM,M,,,,,43,22711F,,,,
2006,7,338,1,14,24,681323.417,3535074.224,DO,M,,,,,57,572B2A,,0,,
2005,10,328,1,14,24,681323.417,3535074.224,DM,F,,,,,38,495561,*,0,,
2006,5,336,1,14,24,681323.417,3535074.224,DM,F,,,B,,40,495561,,0,,
